"SUBMITTER_NAME","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","depth_ft","ceratophyllum_demersum","potamogeton_crispus","latitude","longitude","chara_sp","elodea_canadensis","potamogeton_sp","nitella_sp","elodea_sp","potamogeton_pusillus","stuckenia_pectinata","wolffia_sp","substrate","lemna_minor","phalaris_arundinacea","potamogeton_zosteriformis","spirodela_polyrrhiza","wolffia_columbiana","algae","myriophyllum_spicatum","heteranthera_dubia","najas_flexilis","nymphaea_odorata","potamogeton_foliosus","zannichellia_palustris","lemna_trisulca","najas_sp","potamogeton_richardsonii","unk_sp","nuphar_advena","lake_name","nelumbo_lutea","typha_sp","no_veg_found","potamogeton_obtusifolius","potamogeton_epihydrus","algae.1","nuphar_sp","nymphaea_sp","eleocharis_sp","poaceae_taxa","potamogeton_sp.1","spirodela_polyrrhiza.1"
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255360","4.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","2","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255361","3","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255362","2.7","1","0",NA,NA,"0","2","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","2","2","0","0","1","0","0",NA,"1","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255363","5.8","4","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255364","6.7","4","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255365","5.2","0","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255366","4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255367","2.5","2","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","2","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255368","7","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255369","7.8","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255370","7.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255371","8.2","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255372","7.9","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255373","6.1","4","0",NA,NA,"0","0","0","0","0","0","4","0",NA,"0","0","0","0","0",NA,"0","0","0","1","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255374","2.7","2","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","2","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255375","6.2","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","2","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255376","9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255377","2.7","0","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","2","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255378","8.6","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255379","8.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255380","8.8","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255381","7.4","1","0",NA,NA,"0","3","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255382","5.4","4","0",NA,NA,"0","1","0","0","0","0","3","0",NA,"0","0","0","0","0",NA,"0","0","0","3","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255383","2.8","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","3","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255384","4.6","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255385","7","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255386","8.1","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255387","8.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255388","10","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255389","8.6","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255390","7.3","0","0",NA,NA,"0","0","0","0","0","1","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255391","5.9","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255392","4.4","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","4","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255393","2.2","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255394","5.5","5","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255395","5.8","1","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255396","7.2","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255397","8.4","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255398","9.4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255399","8.5","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255400","7.5","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255401","6.1","1","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255402","4.9","3","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","4","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255403","2.7","0","0",NA,NA,"0","2","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","2","3","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255404","1.4","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255405","4.4","2","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255406","5.2","3","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","2","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255407","4.3","2","0",NA,NA,"0","2","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255408","5.3","2","0",NA,NA,"0","2","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255409","8","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255410","7.3","0","0",NA,NA,"0","2","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255411","3.1","3","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","2","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255412","5.9","2","0",NA,NA,"0","0","0","0","0","1","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255413","5.4","5","0",NA,NA,"0","1","0","0","0","0","2","0",NA,"0","0","0","0","0",NA,"0","0","0","2","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255414","3.3","3","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"2","0","0","0","0",NA,"0","0","0","2","0","0","1","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255415","5.4","5","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255416","5.1","2","0",NA,NA,"0","2","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255417","7.9","3","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255418","4","1","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255419","7.7","3","0",NA,NA,"0","2","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255420","6.9","0","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255421","6.4","1","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255422","6","3","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255423","4.9","5","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255424","3.6","5","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"2","0","0","3","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255425","5.2","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255426","5.9","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255427","4.9","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","1","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255428","6.3","3","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255429","7.1","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255430","7.3","5","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255431","6.8","2","0",NA,NA,"0","2","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255432","6.1","5","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255433","5.7","2","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255434","5.3","5","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","2","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2013-09-04","5",NA,"Unnamed hardworking surveyor(s)","255435","4.6","3","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2014-05-09","5",NA,"Unnamed hardworking surveyor(s)","255436","1.7","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2014-05-09","5",NA,"Unnamed hardworking surveyor(s)","255437","3.6","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2014-05-09","5",NA,"Unnamed hardworking surveyor(s)","255438","2.4","1","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2014-05-09","5",NA,"Unnamed hardworking surveyor(s)","255439","3.4","1","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2014-05-09","5",NA,"Unnamed hardworking surveyor(s)","255440","4.6","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2014-05-09","5",NA,"Unnamed hardworking surveyor(s)","255441","5.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2014-05-09","5",NA,"Unnamed hardworking surveyor(s)","255442","5.7","0","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
